Kanji,YuetPing
瑆,sing
畻,sing
皨,sing
盛,sing
睲,sing
窚,sing
筬,sing
箵,sing
篂,sing
絾,sing
縄,sing
繩,sing
聖,sing
荿,sing
蕂,sing
觪,sing
觲,sing
誠,sing
謃,sing
譝,sing
貹,sing
賸,sing/zing
郕,sing
鋮,sing
阩,sing
陞,sing
陹,sing
騂,sing
騬,sing
鮏,sing
鯎,sing
鯹,sing
鵿,sing
𠄘,sing
𠉛,sing
𡉼,sing
𡟙,sing
𡷫,sing
𣛮,sing
𣲛,sing
𦼦,sing
𨛘,sing
𩦝,sing
㦪,sip
㰔,sip
㰼,sip
㴇,sip
㽊,sip
䕈,sip
䜓,sip
䤮,sip
屟,sip/sit
屧,sip/sit
弽,sip
徢,sip
慴,sip/zip
懾,sip/zip
摂,sip
欇,sip
渉,sip
灄,sip
燮,sip/sit
蠂,sip
躞,sip/sit
鞢,sip/zaap
韘,sip
𠓼,sip
𢶅,sip
𤏻,sip/sit
𤗈,sip
蜨,sip
㔎,sit
㞕,sit
㡜,sit
㣯,sit
㨝,sit
㳿,sit
㴮,sit
㴽,sit
㸉,sit
㻡,sit
䊝,sit
伳,sit
偰,sit
卨,sit
夑,sit
媟,sit
屑,sit
折,sit/zip/zit
暬,sit
楔,sit
榍,sit
爕,sit
疶,sit
禼,sit
窃,sit
竊,sit
糏,sit
紲,sit
絏,sit
絬,sit
緤,sit
舌,sit
薛,sit
蛥,sit
褻,sit
躠,sit
辥,sit
辪,sit
齛,sit
齥,sit
𥜽,sit
𧵳,sit
㔅,siu
㕾,siu
㗛,siu
㩋,siu/sok
㲈,siu
㲖,siu
㲵,siu
㴅,siu
㶮,siu
㸛,siu
䊥,siu
䌃,siu
䍮,siu
䒕,siu
䒚,siu
䔥,siu
䙼,siu
䨭,siu
䬰,siu
䴛,siu
佋,siu
兆,siu
劭,siu
卲,siu
召,siu/ziu
咲,siu
嘨,siu
垗,siu/ziu
宵,siu
小,siu
少,siu
彇,siu
揱,siu/sok
撨,siu
旐,siu
柖,siu
櫹,siu
歗,siu
毟,siu
消,siu
潚,siu/suk
瀟,siu
焇,siu
焼,siu
熽,siu
燒,siu
狣,siu/ziu
玿,siu
痟,siu
硝,siu
笑,siu
筱,siu
箾,siu/sok
篠,siu
簘,siu
簫,siu
紹,siu
綃,siu
綤,siu
罀,siu
翛,siu/suk
肇,siu
肈,siu
芀,siu/tiu
苕,siu/tiu
萷,siu/sok
蕭,siu
蟰,siu
蠨,siu
袑,siu
迢,siu/tiu
逍,siu
邵,siu
銷,siu
霄,siu
韶,siu
魈,siu
鮡,siu/ziu
𢸳,siu/sok
𤄙,siu
𤑳,siu
𥬇,siu
𦘦,siu
𦹄,siu
㛖,so
㧧,so
㪽,so
㫹,so
㽰,so
䈗,so
䐝,so
䓾,so
䔋,so
䔫,so
䝪,so
䞆,so
䟽,so
䣔,so
䤬,so
䯯,so
䵀,so
乺,so
傻,so
儍,so
唆,so
嗦,so/sok
嗩,so
娑,so
惢,so
所,so
挱,so
暛,so
桫,so
梭,so
梳,so
溑,so
瑣,so
璅,so/ziu
疎,so
疏,so
簑,so
簔,so
綀,so
羧,so
蓑,so
蔬,so
褨,so
趖,so
踈,so
鎖,so
鎻,so
鏁,so
鮻,so
𠩄,so
𧴪,so
𩯕,so
𠿬,soe
𡄽,soe
䁻,soek
勺,soek/zoek
鑠,soek
𠸑,soek
㐮,soeng
㕠,soeng
㜀,soeng
㠤,soeng
㦂,soeng
㦼,soeng
㫾,soeng
䉘,soeng
䉶,soeng
䌮,soeng
䝄,soeng
䨇,soeng
䵰,soeng
䵼,soeng
丄,soeng
上,soeng
倘,soeng/tong
傷,soeng
償,soeng
商,soeng
嘗,soeng
嚐,soeng
墒,soeng
嫦,soeng
孀,soeng
孇,soeng
尙,soeng
尚,soeng
常,soeng
廂,soeng
徜,soeng
想,soeng
慯,soeng
扄,soeng
欀,soeng
欆,soeng
殤,soeng
湘,soeng
滳,soeng
漡,soeng
灀,soeng
熵,soeng
瑺,soeng
瓖,soeng
甞,soeng
相,soeng
礵,soeng
箱,soeng
緔,soeng
緗,soeng
纕,soeng
艭,soeng
葙,soeng
蔏,soeng
裳,soeng
襄,soeng
觴,soeng
謪,soeng
賞,soeng
贘,soeng
鋿,soeng
鏛,soeng
鑜,soeng
鑲,soeng
雙,soeng
霜,soeng
鞝,soeng/zoeng
騻,soeng
驤,soeng
驦,soeng
鬺,soeng
鮝,soeng
鯗,soeng
鱨,soeng
鱶,soeng
鷞,soeng
鸘,soeng
龦,soeng
𡣖,soeng
𣙟,soeng
𣻸,soeng
𤳈,soeng
𨫢,soeng
䈢,soi
䚡,soi
䰄,soi
愢,soi
毢,soi
腮,soi
顋,soi
㪩,sok
㮦,sok
㮶,sok
䅴,sok
䌇,sok
䖛,sok
嗍,sok
塑,sok/sou
搠,sok
朔,sok
槊,sok
洬,sok/suk
溹,sok
矟,sok
蒴,sok
鎍,sok
鎙,sok
𦂗,sok
䔪,song
䗮,song
䘮,song
䡦,song
䫙,song
䫪,song
䮣,song
喪,song
嗓,song
塽,song
慡,song
搡,song
桑,song
桒,song
榋,song
槡,song
樉,song
漺,song
爽,song
磉,song
縔,song
褬,song
鎟,song
鏯,song
顙,song
㕖,sou
㛐,sou
㛮,sou
㢝,sou
㥰,sou
㨞,sou
㮻,sou
㲧,sou
㴑,sou
㿋,sou
䈹,sou
䕅,sou
䛾,sou
䰅,sou
䰑,sou
傃,sou
囌,sou
埽,sou
塐,sou
嫂,sou
嫊,sou
愫,sou
掃,sou
掻,sou
搔,sou
榡,sou
櫯,sou
泝,sou
溞,sou
溯,sou
溸,sou
甦,sou
瘙,sou
穌,sou
素,sou
縤,sou
繅,sou
膆,sou
臊,sou
蘇,sou
蘓,sou
螦,sou
訴,sou
遡,sou
酥,sou
騒,sou
騷,sou
鬚,sou
鯂,sou
鰠,sou
鱢,sou
鳋,sou
㑉,suk
㑐,suk
㑛,suk
㒔,suk
㓘,suk
㔄,suk
㙌,suk
㜚,suk
㝛,suk
㬘,suk
㯨,suk
㯮,suk
㳤,suk
㴼,suk
㶖,suk
㻿,suk
䃞,suk
䃤,suk
䄣,suk
䅇,suk
䌚,suk
䎘,suk
䏋,suk
䑿,suk
䔎,suk
䙱,suk
䞖,suk
䥔,suk
䨹,suk
䱙,suk
䴰,suk
倏,suk
倐,suk
僳,suk
儵,suk
叔,suk
塾,suk
夙,suk
婌,suk
孰,suk
尗,suk
屬,suk/zuk
憟,suk
掓,suk
摍,suk
樎,suk
橚,suk
殐,suk
淑,suk
潥,suk
焂,suk
熟,suk
玊,suk
珟,suk
璛,suk
粛,suk
粟,suk
縮,suk
肅,suk
菽,suk
蓿,suk
薥,suk
虪,suk
蜀,suk
蠋,suk/zuk
蠾,suk/zuk
襡,suk
襩,suk
謖,suk
贖,suk/zuk
趚,suk
蹜,suk
鏼,suk
钃,suk
驌,suk
鮛,suk
鷫,suk
鸀,suk/zuk
𡖊,suk
𤢂,suk
㓽,sung
㞱,sung
㟣,sung
㣝,sung
㨦,sung
㩳,sung
㮸,sung
㹐,sung
䉥,sung
䢠,sung
䯳,sung
䯷,sung
倯,sung
傱,sung
凇,sung
娀,sung
宋,sung
崇,sung
崈,sung
崧,sung
嵩,sung
嵷,sung
忪,sung/zung
悚,sung
愯,sung
慫,sung
憽,sung
楤,sung
樬,sung
檧,sung
淞,sung
濍,sung
硹,sung
竦,sung
聳,sung
菘,sung
蜙,sung
送,sung
鎹,sung
餸,sung
駷,sung
鬆,sung
𢥠,sung
𥯆,sung
𩻃,sung
㒘,syu
㓿,syu
㛸,syu
㜐,syu
㡏,syu
㣽,syu
㲓,syu
㴻,syu
㵂,syu
㸡,syu
㼡,syu
䉀,syu
䋒,syu
䋡,syu
䑕,syu
䜿,syu
䝂,syu
䠼,syu
䧾,syu
䩱,syu
䵓,syu
侸,syu
姝,syu/zyu
尌,syu
庶,syu
庻,syu
忄,syu/syu sam bin
恕,syu
戍,syu
抒,syu
摴,syu
攄,syu
暏,syu
暑,syu
書,syu
朱,syu/zyu
杸,syu
樗,syu
樞,syu
樹,syu
殊,syu
殳,syu
洙,syu/zyu
潻,syu
澍,syu
濖,syu
瀭,syu
瑹,syu
癙,syu
竪,syu
筡,syu/tou
糬,syu
紓,syu
腧,syu
舒,syu
茱,syu/zyu
薯,syu
藷,syu/zyu
蠩,syu/zyu
蠴,syu
裋,syu
謶,syu/ze/zoek
豎,syu
輸,syu
鄃,syu
銖,syu/zyu
鏣,syu
陎,syu
鱪,syu
鵨,syu
黍,syu
鼠,syu
龧,syu
𡜐,syu
𣗳,syu
𨥤,syu
肀,syu zi tau
㔯,syun
㔵,syun
㘣,syun
㩊,syun
㫌,syun
㯀,syun
㳬,syun
䁚,syun
䁢,syun
䁣,syun
䃠,syun
䍻,syun
䕖,syun
䗠,syun
䘒,syun/zeoi/zeon/zyun
䙋,syun
䝜,syun
䠣,syun
䥧,syun
䲂,syun
䳦,syun
䴉,syun/waan
匴,syun
塇,syun
嫙,syun
宣,syun
揎,syun
損,syun
搎,syun
旋,syun
暶,syun
朘,syun/zeoi/zeon/zoe/zyun
檈,syun
漩,syun
狻,syun
猻,syun
琁,syun
瑄,syun
璇,syun
璿,syun
痠,syun
碹,syun
祘,syun
笇,syun
筭,syun
算,syun
篆,syun
篹,syun/zaan/zyun
縇,syun
縼,syun
繏,syun
腞,syun
腨,syun
舩,syun
船,syun
蒃,syun
蒜,syun
蓀,syun
蔙,syun
蕵,syun
薞,syun
蜁,syun
輲,syun
選,syun
還,syun/waan
酸,syun
鍹,syun
鏇,syun
鐫,syun/zeon/zyun
隽,syun/zeon
颴,syun
飧,syun
飱,syun
饌,syun/zaan
鰚,syun
𠊿,syun
𤚗,syun
𤩅,syun
𤩷,syun
𤪓,syun
𤪻,syun
𤫀,syun
𦩂,syun
𦺈,syun
𧪾,syun
𪊴,syun
䨮,syut
哾,syut
樰,syut
膤,syut
艝,syut
轌,syut
雪,syut
鱈,syut
𠽌,syut
𡠭,syut
他,taa/to
佗,taa/to
咜,taa
它,taa/to
怹,taa
牠,taa/to
祂,taa
𦱆,taa/to
㑀,taai
㑷,taai
㣖,taai
㤗,taai
㥭,taai
㳲,taai
冭,taai
呔,taai/toi
太,taai
夳,taai
忲,taai
態,taai
柁,taai/to
汰,taai
泰,taai
溙,taai
粏,taai
肽,taai
舦,taai
舵,taai/to
蚮,taai
貸,taai/tik
軚,taai
酞,taai
鈦,taai
𡘙,taai
𡛕,taai
𣳾,taai
𧘹,taai
㳩,taam
㴂,taam
㵅,taam
㷋,taam
㻼,taam
㽎,taam
㽑,taam
䆱,taam
䊤,taam
䏥,taam
䐺,taam
䗊,taam
䜖,taam
傝,taam/taap
僋,taam
嗿,taam
墰,taam
墵,taam
壜,taam
婒,taam
憛,taam
憳,taam
探,taam
曇,taam
橝,taam
毯,taam/taan
潭,taam
痰,taam
緂,taam
罈,taam
罎,taam
舕,taam
藫,taam
談,taam
譚,taam
貪,taam
郯,taam
醈,taam
醓,taam
醰,taam
顃,taam
𦉡,taam
㘱,taan
㛶,taan
㨏,taan
㫜,taan
㲜,taan
㲭,taan
䃪,taan
䉡,taan
䕊,taan
䞡,taan
䦔,taan
嘆,taan
坍,taan
坦,taan
壇,taan
忐,taan
憻,taan
擹,taan
攤,taan
枟,taan
檀,taan
歎,taan
湠,taan
灘,taan
炭,taan
玬,taan
璮,taan
痑,taan
癱,taan
碳,taan
袒,taan
譠,taan
貚,taan/tin
贃,taan
驙,taan/zin
𤨢,taan
𥐯,taan
𥘵,taan
㛥,taap
㣛,taap
㭼,taap
㯓,taap
㲩,taap
㲮,taap
䈋,taap
䌈,taap
䍝,taap
䑜,taap
䑽,taap
䓠,taap
䳴,taap
䶁,taap
塔,taap
墖,taap
拓,taap/tok/zek
搨,taap
榻,taap
毾,taap
溻,taap
遢,taap/taat
鎉,taap
鮙,taap
鰨,taap/taat
𦐇,taap
㣵,taat
㿹,taat
撻,taat
橽,taat
澾,taat
羍,taat
躂,taat
闥,taat/tip
㔸,tai
㖒,tai
㗣,tai
㡗,tai
㣢,tai
㬱,tai
㯩,tai
㼵,tai
䅠,tai
䌡,tai
䎮,tai
䑯,tai
䔶,tai
䖙,tai
䙗,tai
䚣,tai
䛱,tai
䨑,tai
䪆,tai
䬫,tai
䬾,tai
䱱,tai
䶍,tai
䶑,tai
偍,tai
剃,tai
剔,tai/tik
厗,tai
啼,tai
嗁,tai
堤,tai
媞,tai
屉,tai
屜,tai
崹,tai
挮,tai
替,tai
梯,tai
殢,tai
涕,tai
漽,tai
瑅,tai
碮,tai
禔,tai
禵,tai
稊,tai
綈,tai
緹,tai
罤,tai
蕛,tai
薙,tai
蝭,tai
褅,tai
謕,tai
趧,tai
蹄,tai
蹏,tai
躰,tai
軆,tai
遆,tai
醍,tai
銻,tai
鍗,tai
隄,tai
題,tai
騠,tai
骵,tai
體,tai
髢,tai
髰,tai
鬀,tai
鬄,tai/tik
鮷,tai
鯷,tai
鵜,tai
鶗,tai
鶙,tai
鷈,tai
鷉,tai
𡠨,tai
𡲕,tai
𢞖,tai
𧡰,tai
𪂿,tai
凼,tam
𠃮,tam
𠱁,tam
𥧹,tam
𧨾,tam
㖔,tan
㧷,tan
㬿,tan
䵊,tan
䵍,tan
吞,tan
呑,tan
啍,tan/teon/zeon
旽,tan/zan
暾,tan
朜,tan
涒,tan
褪,tan/teoi
蹆,tan
飩,tan/tyun
黗,tan
㬺,tang
䒅,tang
䕨,tang
䠮,tang
䲍,tang
儯,tang
幐,tang
滕,tang
漛,tang
疼,tang/tung
籐,tang
籘,tang
縢,tang
膯,tang
藤,tang
虅,tang
謄,tang
邆,tang
駦,tang
騰,tang
驣,tang
鰧,tang
𥸎,tang
𧬸,tang
𠸊,tap
㓱,tau
㕻,tau
㖣,tau
㢏,tau
㪗,tau
㰯,tau
㳆,tau
㼥,tau
䕱,tau
䚵,tau
䞬,tau
䟝,tau
䱏,tau
䵉,tau
亠,tau
偷,tau
偸,tau
咅,tau
唞,tau
妵,tau
投,tau
斢,tau
紏,tau
蘣,tau
透,tau
酘,tau
鍮,tau
頭,tau
飳,tau
黈,tau
𧿫,tau
踢,tek
𨆉,tek
㕔,teng/ting
厛,teng
廰,teng
廳,teng/ting
聼,teng/ting
聽,teng/ting
艇,teng/ting
㞂,teoi
㞜,teoi
㢈,teoi
㢑,teoi
㥆,teoi
㱣,teoi
㷟,teoi
㾼,teoi
㿉,teoi
㿗,teoi
䀃,teoi
侻,teoi/tyut
俀,teoi
僓,teoi
娧,teoi
尵,teoi
推,teoi
毻,teoi/to
煺,teoi
穨,teoi
脫,teoi/tyut
腿,teoi
蓷,teoi
藬,teoi
蘈,teoi
螁,teoi
蹪,teoi
退,teoi
隤,teoi
頹,teoi
頺,teoi
頽,teoi
駾,teoi
骽,teoi
𠒺,teoi
𥢢,teoi
䝎,teon
䠪,teon
䵎,teon
䵯,teon
噋,teon
彖,teon
湪,teon
猯,teon
疃,teon
褖,teon
貒,teon/tyun
𤱝,teon
䠈,teot
涋,teot/tuk
迌,teot
𢚖,ti
㥂,tik
㧹,tik
䢰,tik
䯜,tik
倜,tik/zau
忑,tik
忒,tik
悐,tik
惕,tik
惖,tik
掦,tik
擿,tik/zaak/zek
歒,tik
瓋,tik
脦,tik
貣,tik
逷,tik
鋱,tik
𩮜,tik
㖭,tim
㤁,tim
㬲,tim
㮇,tim
㵇,tim
㶘,tim
㶺,tim
䄼,tim
䋬,tim
䑚,tim
婖,tim
忝,tim
恬,tim
悿,tim/tin
掭,tim
沗,tim
添,tim
湉,tim
甛,tim
甜,tim
胋,tim
菾,tim
酟,tim
餂,tim
驔,tim
𠻹,tim
㙉,tin
㥏,tin
㧂,tin
䀖,tin
䐌,tin
䒶,tin
䚶,tin
䟧,tin
䠄,tin
䡒,tin
䡘,tin
䥖,tin
䧃,tin
倎,tin
兲,tin
唺,tin
塡,tin
填,tin/zan
天,tin
娗,tin/ting
寘,tin/zi
屇,tin
搷,tin
晪,tin
殄,tin
沺,tin
淟,tin
琠,tin
璳,tin
田,tin
畋,tin
畑,tin
畠,tin
睓,tin
磌,tin
窴,tin/zi
腆,tin
蜔,tin
覥,tin
賟,tin
闐,tin
靔,tin
靝,tin
鴫,tin
鷆,tin
鷏,tin
黇,tin
𠀡,tin
𡊰,tin
𧰊,tin
㓅,ting
㷚,ting
㹶,ting
㼗,ting
䅍,ting
䋼,ting
䗴,ting
䦐,ting
䩠,ting
䯕,ting
䱓,ting
䵺,ting
亭,ting
侹,ting
停,ting
圢,ting
婷,ting
嵉,ting
庁,ting
庭,ting
廷,ting
挺,ting
桯,ting
梃,ting
楟,ting
榳,ting
涏,ting
渟,ting
烶,ting
珽,ting
甼,ting
筳,ting
綎,ting
耓,ting
聤,ting
聴,ting
脡,ting
莛,ting
葶,ting
蜓,ting
蝏,ting
誔,ting
諪,ting
邒,ting
閮,ting
霆,ting
鞓,ting
頲,ting
鼮,ting
𡈼,ting
𤧟,ting
𤧻,ting
𥪜,ting
𦂃,ting
𦭑,ting
𨑳,ting
𨪃,ting
𨫆,ting
𪊶,ting
㤐,tip
䩞,tip
䴴,tip
䵿,tip
帖,tip
怗,tip/zim
沾,tip/zim
萜,tip
貼,tip
䥫,tit
僣,tit/zim
蛈,tit
鉄,tit
銕,tit
鐡,tit
鐵,tit
飻,tit
餮,tit
驖,tit
鴩,tit
㒛,tiu
㟘,tiu
㬸,tiu
㸠,tiu
䄪,tiu
䒒,tiu
䖺,tiu
䟭,tiu
䠷,tiu
䩦,tiu
䱔,tiu
佻,tiu
嬥,tiu
宨,tiu
岧,tiu
岹,tiu
庣,tiu
恌,tiu
挑,tiu/tou
旫,tiu
晀,tiu
朓,tiu
條,tiu
樤,tiu
眺,tiu
祒,tiu
祧,tiu
窱,tiu
笤,tiu
糶,tiu
絩,tiu
聎,tiu
萔,tiu
蓚,tiu
蜩,tiu
螩,tiu
覜,tiu
趒,tiu
趙,tiu/ziu
跳,tiu
鋚,tiu
鋽,tiu
鎥,tiu
鞗,tiu
髫,tiu
鰷,tiu
齠,tiu
𠛪,tiu
㟎,to
㯐,to
㰐,to
㼠,to
㾃,to
䍫,to
䑨,to
䜏,to
䡐,to
䪑,to
䭾,to
䰿,to
䴱,to
咃,to
唾,to/toe/tou
坨,to
堶,to
妥,to
娺,to
嫷,to
岮,to
彵,to
拕,to
拖,to
撱,to/wai
楕,to
橢,to
毤,to
沱,to
沲,to
涶,to
狏,to
砣,to
砤,to
碢,to
紽,to
袉,to
跎,to
迱,to
酡,to
陀,to
陁,to
駄,to
駝,to
駞,to
騨,to
驒,to
鮀,to
鰖,to
鴕,to
鵎,to
鼉,to
鼧,to
𤵚,to
㒗,toi
㘆,toi
㙵,toi
㣍,toi
㬃,toi
㷘,toi
㸀,toi
䑓,toi
儓,toi
囼,toi
坮,toi
嬯,toi
孡,toi
抬,toi
擡,toi
枱,toi
檯,toi
炱,toi
炲,toi
籉,toi
胎,toi
臺,toi
苔,toi
菭,toi
薹,toi
跆,toi
軩,toi
邰,toi
颱,toi
鮐,toi
乇,tok/zaak
仛,tok
侂,tok
庹,tok
托,tok
杔,tok
柝,tok
槖,tok
汑,tok
沰,tok
籜,tok
蘀,tok
袥,tok
託,tok
讬,tok
跅,tok
飥,tok
驝,tok
魠,tok
𠈁,tok
㑽,tong
㙶,tong
㜍,tong
㭻,tong
㲥,tong
㼒,tong
㼺,tong
㿩,tong
䅯,tong
䉎,tong
䌅,tong
䑗,tong
䕋,tong
䞶,tong
䟖,tong
䠀,tong
䣘,tong
䧜,tong
伖,tong
偒,tong
傏,tong
儻,tong
劏,tong
唐,tong
啺,tong
嘡,tong
坣,tong
堂,tong
塘,tong
搪,tong
摚,tong
摥,tong
曭,tong
棠,tong
榶,tong
樘,tong
橖,tong
淌,tong
溏,tong
漟,tong
煻,tong
熨,tong/wai/wan/wat
燙,tong
爣,tong
瑭,tong
矘,tong
磄,tong
禟,tong
篖,tong
糃,tong
糖,tong
糛,tong
羰,tong
耥,tong
膅,tong
膛,tong
蓎,tong
薚,tong
蝪,tong
螗,tong
螳,tong
赯,tong
趟,tong
蹚,tong
躺,tong
鄌,tong
醣,tong
鎕,tong
鎲,tong
鏜,tong
鐋,tong
钂,tong
隚,tong
鞺,tong
餹,tong
饄,tong
鶶,tong
鼞,tong
𡛀,tong
𡠠,tong
𤎌,tong
𧼮,tong
㐋,tou
㚐,tou
㞵,tou
㢭,tou
㣠,tou
㫞,tou
㫦,tou
㭸,tou
㴞,tou
㹗,tou
㻌,tou
㻬,tou
㻯,tou
䀞,tou
䄻,tou
䅷,tou
䈱,tou
䑬,tou
䖘,tou
䚯,tou
䛌,tou
䛬,tou
䞮,tou
䣄,tou
䣝,tou
䤅,tou
䤾,tou
䩣,tou
䬞,tou
䬢,tou
䬭,tou
䳜,tou
䵚,tou
仐,tou
兎,tou
兔,tou
凃,tou
匋,tou
咷,tou
唋,tou
啕,tou
図,tou
圕,tou
圖,tou
圗,tou
土,tou
圡,tou
堍,tou
夲,tou
套,tou
嫍,tou
峹,tou
嵞,tou
嶀,tou
幍,tou
庩,tou
廜,tou
弢,tou
徒,tou
悇,tou
慆,tou
掏,tou
搯,tou
桃,tou
梌,tou
槄,tou
檮,tou
汢,tou
淘,tou
滔,tou
潳,tou/zaa
濤,tou
瑫,tou
瘏,tou
祹,tou
絛,tou
綯,tou
縚,tou
縧,tou
肚,tou
莵,tou
菟,tou
萄,tou
蒤,tou
蜪,tou
裪,tou
討,tou
詜,tou
謟,tou
跿,tou
轁,tou
迯,tou
逃,tou
途,tou
酴,tou
醄,tou
釷,tou
鋾,tou
鞀,tou
鞉,tou
鞱,tou
韕,tou
韜,tou
飸,tou
饀,tou
饕,tou
馟,tou
駣,tou
駼,tou
騊,tou
鵌,tou
鵵,tou
鷋,tou
鷵,tou
鼗,tou
𢲛,tou
𣈥,tou
𣑯,tou
𩥅,tou
𩵚,tou
弢,tou
䛢,tuk
痜,tuk
禿,tuk
鋵,tuk
鵚,tuk
㖯,tung
㖰,tung
㛚,tung
㠉,tung
㠽,tung
㣚,tung
㤻,tung
㪌,tung
㸗,tung
㼧,tung
㼿,tung
䂈,tung
䆚,tung
䮵,tung
䳋,tung
䴀,tung
䶱,tung
仝,tung
佟,tung
僮,tung/zong
勭,tung
同,tung
哃,tung
嗵,tung
囲,tung
峂,tung
庝,tung
彤,tung
捅,tung
晍,tung
曈,tung
朣,tung
桐,tung
桶,tung
樋,tung
氃,tung
浵,tung
潼,tung
烔,tung
熥,tung
燑,tung
犝,tung
獞,tung/zong
痌,tung
痛,tung
眮,tung
瞳,tung
砼,tung
秱,tung
穜,tung/zung
童,tung
筒,tung
筩,tung
粡,tung
統,tung
綂,tung
茼,tung
蓪,tung
赨,tung
通,tung
酮,tung
鉖,tung
鉵,tung
銅,tung
餇,tung
鮦,tung/zau
𥖹,tung
𦒍,tung
𦨴,tung
𧚔,tung
㩔,tyun
㩛,tyun
㬾,tyun
㹠,tyun
㼊,tyun
䊜,tyun
䜝,tyun
䳪,tyun
剬,tyun/zai
剸,tyun/zyun
団,tyun
團,tyun
忳,tyun/zeon
慱,tyun
摶,tyun
槫,tyun
檲,tyun
漙,tyun
煓,tyun
瓲,tyun
篿,tyun/zyun
糰,tyun
臀,tyun
臋,tyun
豘,tyun
豚,tyun
軘,tyun
迍,tyun/zeon
鏄,tyun
霕,tyun
魨,tyun
鱄,tyun/zyun
鷒,tyun
鷻,tyun
𡱰,tyun
𤤀,tyun
脱,tyut
莌,tyut
䑁,uk
剭,uk
屋,uk
箼,uk
䐥,ung
䔨,ung
瓮,ung
甕,ung
罋,ung
蕹,ung
齆,ung
𡃵,ung
𢫨,ung
㕦,waa
㠏,waa
㢐,waa
㦊,waa
㭉,waa
䅿,waa
䇈,waa
䋀,waa
䔢,waa
䛡,waa
䠚,waa
䨟,waa
䵷,waa
叧,waa
哇,waa
啘,waa
娃,waa
婲,waa
嬅,waa
崋,waa
挖,waa/waat
搲,waa/we
摦,waa
撶,waa
攨,waa
椛,waa
槬,waa
樺,waa
汙,waa/wu
污,waa/wu
溛,waa
漥,waa
澅,waa
畖,waa
畫,waa/waak
窊,waa
窐,waa
窪,waa
繣,waa/waak/wok
蕐,waa
蛙,waa
話,waa
誮,waa
諙,waa
譁,waa
譮,waa
踝,waa
釫,waa/wu
鏵,waa
驊,waa
鷨,waa
黊,waa
鼃,waa
𢱑,waa/we
𤱰,waa
𦽊,waa
𨅯,waa
𪎩,waa
㗏,waai/wai
㛻,waai
㜳,waai
㠢,waai
䃶,waai
䠿,waai
䴜,waai
壊,waai
壞,waai
崴,waai/wai
怀,waai
恚,waai/wai
懐,waai
懷,waai
槐,waai
櫰,waai
淮,waai
瀤,waai
獲,waai/wok
瘣,waai/wui
竵,waai
耲,waai
蘹,waai
蘾,waai
褢,waai
褱,waai
㓰,waak
㕷,waak
㖪,waak
㗲,waak
㠛,waak
㦎,waak
㦯,waak
㩇,waak
䐸,waak
䦝,waak
䪝,waak
䬉,waak
䰥,waak
剨,waak
劃,waak
咟,waak
嫿,waak
惑,waak
或,waak
湱,waak
畵,waak
砉,waak
蜮,waak/wik
韄,waak/wu
㕕,waan
㘤,waan
㝨,waan
㡲,waan
㶎,waan
㹕,waan
㹖,waan
䆠,waan
䍺,waan
䒛,waan
䗭,waan
䘎,waan
䜨,waan
䭴,waan
䴋,waan
唍,waan
圂,waan/wan
堚,waan
壪,waan
宦,waan
寰,waan
幻,waan
彎,waan
患,waan
挽,waan
攌,waan
晘,waan
梙,waan
槵,waan
漶,waan/wun
潫,waan
澴,waan
灣,waan
玩,waan/wun
環,waan
瞣,waan
糫,waan
綰,waan
翫,waan/wun
薍,waan
豢,waan
輓,waan
轘,waan
鋎,waan/wun
鋔,waan
鍰,waan
鐶,waan
闤,waan
頑,waan
鬟,waan
鯇,waan
鯶,waan
鰀,waan
鹮,waan
𠈄,waan
𠯻,waan
𡦃,waan
㶇,waang
䄓,waang
䬖,waang
䬝,waang
喤,waang/wong
揘,waang/wing
瑝,waang
諻,waang
軭,waang
鑅,waang
乛,waang ngau
𠃍,waang syu gok
㱧,waat
䀑,waat
䁊,waat
䎳,waat
䚴,waat
䯉,waat
䱻,waat
䴳,waat
濣,waat
猾,waat
磆,waat
穵,waat
聉,waat
螖,waat
㒞,wai
㕀,wai
㕟,wai
㖐,wai
㗹,wai
㙎,wai
㙔,wai
㜇,wai
㟪,wai
㣦,wai
㤬,wai
㥜,wai
㥣,wai
㦣,wai
㨊,wai
㨹,wai
㩓,wai
㩨,wai
㬙,wai
㬩,wai
㮃,wai
㷉,wai
㷐,wai
㻰,wai
䂕,wai
䃣,wai
䈧,wai
䍴,wai
䍷,wai
䎚,wai
䑊,wai
䔺,wai
䗽,wai
䘙,wai
䙆,wai
䙟,wai
䛼,wai
䜅,wai
䜜,wai
䝐,wai
䡺,wai
䦄,wai
䦱,wai
䧥,wai
䧦,wai
䪋,wai
䪘,wai
䫋,wai
䬑,wai
䮹,wai
䲁,wai
䴧,wai
䵋,wai
䵳,wai
位,wai
倭,wai/wo
偉,wai
僡,wai
儰,wai
儶,wai
卉,wai
叞,wai
唯,wai
喂,wai
喡,wai
喴,wai/wi
嘒,wai
嚖,wai
圍,wai
墛,wai
壝,wai
委,wai
威,wai
媁,wai
媙,wai
媦,wai
嬒,wai
寪,wai
寭,wai
尉,wai/wan/wat
崣,wai
嵔,wai
嶎,wai
帷,wai
幃,wai
彚,wai
徫,wai
徻,wai/wui
恵,wai
惟,wai
惠,wai
愇,wai
慧,wai
慰,wai
憓,wai
懀,wai
懳,wai
揻,wai
暐,wai
暳,wai
楲,wai
橞,wai
檓,wai
